Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,TLY 1,TLY 2,TLY 3,TLY 4,TLY 5,TLY 6,TLY 7,TLY 8,ART 1,ART 2,ART 3,ART 4,ART 5,ART 6,ART 7,ART 8,CJA 1,CJA 2,CJA 3,CJA 4,CJA 5,CJA 6,CJA 7,CJA 8,Notes
06/08/2026 11:55 AM,Artemis,Cloudy,78,122,141,Stress-Related - Self-groom,,212,218,Stress-Related - Vigilance,,230,500,Stress-Related - Vigilance,,245,505,Affiliative - Contact sit,Terri-Lynn,536,636,Stress-Related - Vigilance,,703,946,Stress-Related - Vigilance,,1010,1020,Stress-Related - Pacing,,1041,1056,Stress-Related - Vigilance,,1056,1058,Stress-Related - Self-scratch,,1100,1119,Stress-Related - Vigilance,,1119,1121,Stress-Related - Self-groom,,1121,1411,Stress-Related - Vigilance,,1411,1427,Affiliative - Mutual grooming,Calamity Jane,1447,1453,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Locomotion,Other,Other,Less than 2 m,Less than 2 m,Body contact,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,2-5 m,
06/07/2026 12:29 PM,Terri-Lynn,Sunny,80,0,49,Stress-Related - Vigilance,,109,114,Stress-Related - Vigilance,,121,126,Stress-Related - Vigilance,,235,311,Stress-Related - Vigilance,,338,340,Stress-Related - Yawn,,353,411,Stress-Related - Self-groom,,420,438,Stress-Related - Self-groom,,505,513,Stress-Related - Vigilance,,541,553,Affiliative - Mutual grooming,Artemis,659,714,Stress-Related - Vigilance,,1106,1114,Stress-Related - Vigilance,,1403,1445,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
06/07/2026 12:13 PM,Artemis,Sunny,80,0,21,Stress-Related - Vigilance,,21,44,Stress-Related - Self-groom,,326,336,Stress-Related - Vigilance,,341,348,Stress-Related - Vigilance,,455,520,Stress-Related - Vigilance,,547,655,Stress-Related - Vigilance,,655,659,Stress-Related - Self-scratch,,659,745,Stress-Related - Vigilance,,809,1252,Stress-Related - Vigilance,,1307,1456,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Other,Locomotion,Other,Other,Other,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,
06/07/2026 11:57 AM,Calamity Jane,Sunny,79,0,35,Stress-Related - Vigilance,,48,146,Stress-Related - Vigilance,,229,251,Stress-Related - Vigilance,,329,335,Stress-Related - Vigilance,,516,526,Stress-Related - Vigilance,,526,700,Stress-Related - Self-groom,,700,713,Stress-Related - Vigilance,,713,717,Stress-Related - Self-scratch,,717,740,Stress-Related - Vigilance,,740,831,Stress-Related - Self-groom,,831,845,Stress-Related - Vigilance,,850,857,Stress-Related - Self-groom,,922,943,Stress-Related - Vigilance,,958,1003,Stress-Related - Self-groom,,1003,1013,Stress-Related - Vigilance,,1124,1225,Stress-Related - Vigilance,,1225,1228,Stress-Related - Self-groom,,1228,1240,Stress-Related - Vigilance,,1240,1246,Stress-Related - Self-groom,,1246,1259,Stress-Related - Vigilance,,1413,1434,Stress-Related - Vigilance,,1436,1456,Stress-Related - Self-groom,,1456,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Other,Other,Other,Other,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,
06/03/2026 03:15 PM,Terri-Lynn,Sunny,76,0,1500,Affiliative - Contact sit,"Artemis, Calamity Jane",20,29,Affiliative - Receive grooming,Calamity Jane,803,920,Stress-Related - Vigilance,,920,927,Affiliative - Receive grooming,Calamity Jane,927,949,Affiliative - Mutual grooming,Calamity Jane,949,956,Affiliative - Receive grooming,Calamity Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,
06/03/2026 02:29 PM,Artemis,Sunny,76,0,1500,Affiliative - Contact sit,"Terri-Lynn, Calamity Jane",728,811,Stress-Related - Vigilance,,901,903,Stress-Related - Yawn,,1029,1032,Stress-Related - Yawn,,1042,1059,Affiliative - Give grooming,Calamity Jane,1103,1122,Affiliative - Mutual grooming,Calamity Jane,1130,1132,Stress-Related - Yawn,,1132,1139,Stress-Related - Self-groom,,1139,1152,Stress-Related - Vigilance,,1152,1213,Stress-Related - Self-groom,,1424,1436,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Rest,Other,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,
06/03/2026 02:14 PM,Calamity Jane,Sunny,76,0,1500,Affiliative - Contact sit,"Terri-Lynn, Artemis",28,36,Stress-Related - Self-groom,,533,602,Stress-Related - Vigilance,,647,652,Stress-Related - Vigilance,,903,913,Stress-Related - Vigilance,,1044,1048,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,
06/03/2026 12:52 PM,Artemis,Sunny,75,0,119,Stress-Related - Vigilance,,119,127,Stress-Related - Self-groom,,134,146,Stress-Related - Self-groom,,146,201,Stress-Related - Vigilance,,201,212,Stress-Related - Self-groom,,212,240,Stress-Related - Vigilance,,240,328,Stress-Related - Self-groom,,328,415,Stress-Related - Vigilance,,415,437,Stress-Related - Self-groom,,437,502,Stress-Related - Vigilance,,502,516,Stress-Related - Self-groom,,534,550,Stress-Related - Vigilance,,555,603,Stress-Related - Vigilance,,605,610,Stress-Related - Self-groom,,610,907,Stress-Related - Vigilance,,915,1003,Stress-Related - Vigilance,,1123,1135,Stress-Related - Vigilance,,1245,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Forage,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
06/03/2026 12:37 PM,Terri-Lynn,Sunny,75,0,225,Stress-Related - Vigilance,,244,331,Stress-Related - Vigilance,,436,535,Stress-Related - Vigilance,,829,837,Stress-Related - Vigilance,,1014,1057,Stress-Related - Vigilance,,1140,1148,Stress-Related - Self-groom,,1155,1209,Stress-Related - Self-groom,,1300,1419,Stress-Related - Vigilance,,1437,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,
06/03/2026 12:22 PM,Calamity Jane,Sunny,75,0,209,Affiliative - Contact sit,Terri-Lynn,0,24,Affiliative - Mutual grooming,Terri-Lynn,24,36,Affiliative - Give grooming,Terri-Lynn,36,229,Affiliative - Mutual grooming,,229,342,Affiliative - Receive grooming,Terri-Lynn,342,349,Stress-Related - Self-groom,,356,407,Stress-Related - Self-groom,,417,726,Affiliative - Contact sit,,424,512,Stress-Related - Vigilance,,512,519,Stress-Related - Self-scratch,,543,615,Stress-Related - Self-groom,,640,721,Stress-Related - Self-groom,,828,854,Stress-Related - Vigilance,,928,1500,Stress-Related - Vigilance,,1411,1413,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Other,Other,Other,Other,Other,Other,Body contact,Body contact,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
06/01/2026 03:53 PM,Calamity Jane,Sunny,80,0,1500,Affiliative - Contact sit,Terri-Lynn,48,56,Stress-Related - Vigilance,,146,208,Stress-Related - Vigilance,,818,846,Stress-Related - Vigilance,,909,917,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,
06/01/2026 03:37 PM,Artemis,Sunny,80,0,102,Stress-Related - Vigilance,,102,106,Stress-Related - Self-groom,,155,316,Stress-Related - Vigilance,,359,409,Stress-Related - Vigilance,,538,550,Affiliative - Give grooming,Terri-Lynn,550,603,Affiliative - Give grooming,Calamity Jane,603,623,Affiliative - Give grooming,Terri-Lynn,623,635,Affiliative - Mutual grooming,Terri-Lynn,635,730,Affiliative - Give grooming,Terri-Lynn,755,801,Stress-Related - Self-groom,,801,1500,Affiliative - Contact sit,Terri-Lynn,1332,1500,Affiliative - Contact sit,Calamity Jane,1354,1407,Stress-Related - Vigilance,,1425,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Social,Social,Rest,Rest,Other,2-5 m,Over 5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,2-5 m,Over 5 m,2-5 m,Body contact,Body contact,2-5 m,2-5 m,Body contact,
06/01/2026 03:00 PM,Terri-Lynn,Sunny,80,0,1500,Affiliative - Contact sit,"Artemis, Calamity Jane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,
06/01/2026 01:11 PM,Calamity Jane,Cloudy,77,0,131,Stress-Related - Vigilance,,131,135,Stress-Related - Self-scratch,,135,937,Stress-Related - Vigilance,,937,942,Stress-Related - Self-scratch,,942,958,Stress-Related - Self-groom,,958,1038,Stress-Related - Vigilance,,1038,1102,Stress-Related - Self-groom,,1118,1136,Stress-Related - Vigilance,,1143,1259,Affiliative - Mutual grooming,Terri-Lynn,1143,1303,Affiliative - Contact sit,Terri-Lynn,1309,1316,Stress-Related - Self-groom,,1336,1338,Stress-Related - Self-groom,,1338,1429,Stress-Related - Vigilance,,1441,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Social,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,
06/01/2026 12:55 PM,Terri-Lynn,Cloudy,77,0,153,Stress-Related - Vigilance,,155,203,Stress-Related - Self-groom,,218,223,Stress-Related - Self-groom,,230,241,Stress-Related - Self-groom,,300,830,Stress-Related - Vigilance,,830,844,Stress-Related - Self-groom,,844,1020,Stress-Related - Vigilance,,1020,1033,Stress-Related - Self-groom,,1033,1100,Stress-Related - Vigilance,,1116,1123,Stress-Related - Self-scratch,,1123,1141,Stress-Related - Vigilance,,1141,1151,Stress-Related - Self-scratch,,1151,1323,Stress-Related - Vigilance,,1356,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,,,,,,,,,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
06/01/2026 12:39 PM,Artemis,Cloudy,77,0,941,Affiliative - Contact sit,Calamity Jane,110,113,Stress-Related - Vigilance,,319,326,Stress-Related - Vigilance,,428,433,Stress-Related - Vigilance,,443,456,Stress-Related - Self-groom,,900,1017,Stress-Related - Vigilance,,1017,1042,Stress-Related - Self-groom,,1105,1141,Stress-Related - Vigilance,,1141,1145,Affiliative - Give grooming,Terri-Lynn,1145,1148,Affiliative - Give grooming,Calamity Jane,1236,1238,Stress-Related - Self-scratch,,1249,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,2-5 m,
05/30/2026 01:24 PM,Calamity Jane,Cloudy,80,35,41,Stress-Related - Vigilance,,408,412,Stress-Related - Vigilance,,725,1026,Stress-Related - Vigilance,,1026,1103,Stress-Related - Self-groom,,1103,1241,Stress-Related - Vigilance,,1300,1500,Stress-Related - Vigilance,,1346,1352,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Other,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,
05/30/2026 01:08 PM,Artemis,Cloudy,80,0,207,Stress-Related - Vigilance,,207,227,Stress-Related - Self-groom,,227,244,Stress-Related - Vigilance,,244,258,Stress-Related - Self-groom,,258,423,Stress-Related - Vigilance,,437,546,Stress-Related - Vigilance,,546,600,Stress-Related - Self-groom,,600,610,Stress-Related - Vigilance,,610,612,Stress-Related - Self-scratch,,612,636,Stress-Related - Self-groom,,636,737,Stress-Related - Vigilance,,745,800,Stress-Related - Self-groom,,800,954,Stress-Related - Vigilance,,934,939,Stress-Related - Self-scratch,,1017,1050,Stress-Related - Vigilance,,1210,1402,Stress-Related - Vigilance,,1422,1453,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Locomotion,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,
05/30/2026 12:48 PM,Terri-Lynn,Cloudy,80,18,31,Stress-Related - Vigilance,,316,326,Stress-Related - Self-groom,,326,352,Stress-Related - Vigilance,,400,502,Affiliative - Contact sit,Calamity Jane,400,502,Affiliative - Mutual grooming,Calamity Jane,530,537,Stress-Related - Self-groom,,558,604,Stress-Related - Vigilance,,715,718,Stress-Related - Vigilance,,856,911,Stress-Related - Vigilance,,911,913,Stress-Related - Yawn,,1003,1151,Stress-Related - Vigilance,,1152,1201,Stress-Related - Self-groom,,1222,1319,Stress-Related - Vigilance,,1334,1340,Stress-Related - Vigilance,,1355,1402,Stress-Related - Vigilance,,1420,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Other,Rest,Other,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,
05/29/2026 03:08 PM,Calamity Jane,Cloudy,81,0,1500,Affiliative - Contact sit,Terri-Lynn,446,456,Stress-Related - Vigilance,,456,505,Stress-Related - Self-groom,,1258,1303,Stress-Related - Self-scratch,,1303,1318,Stress-Related - Vigilance,,1318,1331,Affiliative - Receive grooming,Terri-Lynn,1331,1340,Affiliative - Mutual grooming,Terri-Lynn,1340,1401,Affiliative - Give grooming,Terri-Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
05/29/2026 02:51 PM,Artemis,Cloudy,81,149,157,Stress-Related - Vigilance,,227,232,Stress-Related - Self-groom,,232,246,Stress-Related - Vigilance,,246,315,Stress-Related - Self-groom,,315,341,Stress-Related - Vigilance,,458,644,Stress-Related - Vigilance,,706,719,Stress-Related - Vigilance,,800,855,Stress-Related - Vigilance,,855,902,Stress-Related - Self-groom,,926,1030,Stress-Related - Vigilance,,1036,1048,Stress-Related - Self-groom,,1048,1118,Stress-Related - Vigilance,,1118,1135,Stress-Related - Self-groom,,1141,1200,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Forage,Other,Other,Other,Rest,Rest,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
05/29/2026 02:36 PM,Terri-Lynn,Cloudy,81,0,1040,Affiliative - Contact sit,"Artemis, Calamity Jane",601,621,Stress-Related - Self-groom,,759,810,Stress-Related - Self-groom,,917,919,Stress-Related - Yawn,,921,930,Stress-Related - Self-groom,,938,1014,Affiliative - Mutual grooming,Calamity Jane,1014,1016,Stress-Related - Yawn,,1131,1142,Stress-Related - Vigilance,,1150,1256,Stress-Related - Vigilance,,1311,1319,Stress-Related - Self-groom,,1319,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Social,Other,Other,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,2-5 m,
05/27/2026 02:37 PM,Terri-Lynn,Sunny,88,0,449,Stress-Related - Vigilance,,449,457,Stress-Related - Self-groom,,457,1053,Stress-Related - Vigilance,,902,909,Stress-Related - Pacing,,1053,1103,Agonistic - Charge,Adjacent group,1115,1130,Stress-Related - Pacing,,1145,1212,Stress-Related - Vigilance,,1357,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,,,,,,,,,Less than 2 m,2-5 m,Less than 2 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Less than 2 m,Over 5 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,
05/27/2026 02:21 PM,Artemis,Sunny,88,0,1500,Stress-Related - Vigilance,,637,645,Agonistic - Chase,Adjacent group,949,1002,Stress-Related - Pacing,,1035,1038,Stress-Related - Pacing,,1059,1107,Stress-Related - Pacing,,1220,1230,Stress-Related - Pacing,,1245,1250,Stress-Related - Self-groom,,1352,1356,Stress-Related - Pacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,
05/27/2026 02:06 PM,Calamity Jane,Sunny,88,0,109,Stress-Related - Vigilance,,117,121,Stress-Related - Vigilance,,330,356,Stress-Related - Vigilance,,458,743,Stress-Related - Vigilance,,743,804,Stress-Related - Self-groom,,804,842,Stress-Related - Vigilance,,937,947,Stress-Related - Vigilance,,1004,1013,Stress-Related - Vigilance,,1045,1420,Stress-Related - Vigilance,,1235,1250,Agonistic - Chase,Adjacent group,1420,1433,Stress-Related - Self-groom,,1433,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Other,Other,Other,Rest,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,Artemis chased tyann and orion
05/25/2026 03:42 PM,Artemis,Sunny,86,0,102,Affiliative - Contact sit,Terri-Lynn,0,38,Affiliative - Mutual grooming,Terri-Lynn,38,54,Affiliative - Receive grooming,Terri-Lynn,140,151,Stress-Related - Self-groom,,240,1500,Affiliative - Contact sit,Terri-Lynn,334,338,Stress-Related - Vigilance,,411,429,Stress-Related - Vigilance,,451,525,Stress-Related - Vigilance,,525,529,Stress-Related - Self-scratch,,546,557,Stress-Related - Vigilance,,745,749,Stress-Related - Vigilance,,815,819,Affiliative - Give grooming,Terri-Lynn,1428,1434,Affiliative - Give grooming,Terri-Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,
05/25/2026 03:26 PM,Calamity Jane,Sunny,86,118,221,Stress-Related - Vigilance,,308,321,Stress-Related - Vigilance,,337,342,Stress-Related - Self-groom,,401,408,Stress-Related - Self-groom,,451,457,Stress-Related - Self-groom,,659,711,Stress-Related - Vigilance,,743,749,Stress-Related - Vigilance,,913,941,Stress-Related - Vigilance,,1059,1108,Stress-Related - Self-groom,,1108,1201,Stress-Related - Vigilance,,1237,1258,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Rest,Other,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
