Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,TLY 1,TLY 2,TLY 3,TLY 4,TLY 5,TLY 6,TLY 7,TLY 8,ART 1,ART 2,ART 3,ART 4,ART 5,ART 6,ART 7,ART 8,CJA 1,CJA 2,CJA 3,CJA 4,CJA 5,CJA 6,CJA 7,CJA 8,Notes
07/17/2026 02:07 PM,Artemis,Sunny,95,541,548,Stress-Related - Self-groom,,837,842,Stress-Related - Self-scratch,,845,855,Stress-Related - Self-groom,,1013,1024,Stress-Related - Self-groom,,1032,1038,Stress-Related - Self-groom,,1039,1041,Stress-Related - Yawn,,1312,1500,Affiliative - Contact sit,Terri-Lynn,1319,1500,Affiliative - Mutual grooming,Terri-Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,
07/17/2026 12:25 PM,Terri-Lynn,Sunny,93,42,345,Affiliative - Contact sit,Calamity Jane,45,139,Affiliative - Mutual grooming,Calamity Jane,145,447,Stress-Related - Vigilance,,510,707,Stress-Related - Vigilance,,729,732,Stress-Related - Vigilance,,812,848,Stress-Related - Vigilance,,855,859,Stress-Related - Self-scratch,,903,1007,Stress-Related - Vigilance,,1133,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Other,Other,Other,Other,Other,Other,,,,,,,,,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,
07/13/2026 03:21 PM,Terri-Lynn,Cloudy,86,0,28,Stress-Related - Vigilance,,39,405,Stress-Related - Vigilance,,406,413,Stress-Related - Self-scratch,,432,614,Stress-Related - Vigilance,,615,620,Stress-Related - Self-groom,,620,650,Stress-Related - Vigilance,,651,700,Stress-Related - Self-scratch,,706,710,Stress-Related - Self-groom,,711,740,Stress-Related - Vigilance,,740,802,Stress-Related - Self-groom,,803,938,Stress-Related - Vigilance,,941,1009,Stress-Related - Self-groom,,1010,1037,Stress-Related - Vigilance,,1040,1042,Stress-Related - Yawn,,1120,1354,Stress-Related - Vigilance,,1354,1358,Stress-Related - Self-scratch,,1359,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Thunder
07/13/2026 03:05 PM,Artemis,Cloudy,86,31,44,Stress-Related - Vigilance,,558,602,Stress-Related - Vigilance,,618,634,Stress-Related - Vigilance,,642,647,Stress-Related - Vigilance,,650,827,Affiliative - Contact sit,Terri-Lynn,708,718,Affiliative - Receive grooming,Terri-Lynn,726,733,Affiliative - Give grooming,Terri-Lynn,734,827,Stress-Related - Vigilance,,922,936,Stress-Related - Vigilance,,937,953,Stress-Related - Self-groom,,1045,1132,Affiliative - Contact sit,Calamity Jane,1052,1115,Affiliative - Mutual grooming,Calamity Jane,1115,1125,Affiliative - Give grooming,Calamity Jane,1223,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Other,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,2-5 m,Thunder
07/13/2026 02:47 PM,Calamity Jane,Cloudy,86,3,15,Stress-Related - Self-scratch,,15,57,Stress-Related - Self-groom,,57,102,Stress-Related - Self-scratch,,106,119,Stress-Related - Self-groom,,136,158,Stress-Related - Self-groom,,236,240,Stress-Related - Vigilance,,247,251,Stress-Related - Vigilance,,328,358,Stress-Related - Self-groom,Artemis,510,515,Stress-Related - Vigilance,,533,609,Stress-Related - Self-groom,,615,625,Stress-Related - Vigilance,,628,725,Stress-Related - Self-groom,,725,735,Stress-Related - Vigilance,,735,741,Stress-Related - Self-groom,,741,758,Stress-Related - Vigilance,,758,807,Stress-Related - Self-groom,,807,816,Stress-Related - Vigilance,,828,909,Stress-Related - Vigilance,,921,932,Stress-Related - Vigilance,,950,1011,Stress-Related - Vigilance,,1016,1028,Stress-Related - Vigilance,,1046,1058,Stress-Related - Vigilance,,1058,1130,Stress-Related - Self-groom,,1131,1139,Stress-Related - Vigilance,,1140,1232,Stress-Related - Self-groom,,1233,1245,Stress-Related - Vigilance,,1251,1301,Stress-Related - Vigilance,,1309,1331,Stress-Related - Self-groom,,1331,1403,Stress-Related - Vigilance,,,,,,,,,,,,,,Rest,Other,Other,Other,Other,Other,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Thunder
07/10/2026 01:53 PM,Calamity Jane,Sunny,95,3,17,Stress-Related - Self-groom,,23,26,Stress-Related - Self-scratch,,26,31,Stress-Related - Self-groom,,31,35,Stress-Related - Self-scratch,,35,57,Stress-Related - Vigilance,,255,301,Stress-Related - Self-scratch,,301,306,Stress-Related - Self-groom,,328,346,Stress-Related - Vigilance,,355,402,Stress-Related - Vigilance,,405,412,Stress-Related - Self-groom,,412,440,Stress-Related - Vigilance,,444,450,Stress-Related - Self-scratch,,450,555,Stress-Related - Self-groom,,558,605,Stress-Related - Vigilance,,630,638,Stress-Related - Vigilance,,704,709,Stress-Related - Vigilance,,715,737,Stress-Related - Vigilance,,819,838,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Other,Other,Rest,Rest,Rest,Rest,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,
07/10/2026 12:59 PM,Artemis,Sunny,93,326,334,Stress-Related - Vigilance,,444,622,Stress-Related - Vigilance,,622,633,Stress-Related - Self-groom,,635,744,Stress-Related - Vigilance,,746,751,Stress-Related - Self-scratch,,753,810,Stress-Related - Self-groom,,817,825,Stress-Related - Self-groom,,928,945,Stress-Related - Vigilance,,1028,1059,Affiliative - Contact sit,Calamity Jane,1031,1050,Affiliative - Mutual grooming,Calamity Jane,1133,1427,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Locomotion,Locomotion,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,
07/10/2026 12:44 PM,Terri-Lynn,Sunny,93,0,241,Affiliative - Contact sit,Artemis,0,23,Affiliative - Receive grooming,,25,55,Affiliative - Mutual grooming,Artemis,56,114,Affiliative - Receive grooming,Artemis,115,145,Affiliative - Mutual grooming,Artemis,146,217,Affiliative - Receive grooming,Artemis,547,629,Affiliative - Contact sit,Artemis,629,657,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,
07/08/2026 03:09 PM,Terri-Lynn,Sunny,95,0,234,Stress-Related - Vigilance,,240,246,Stress-Related - Self-groom,,314,319,Stress-Related - Vigilance,,325,334,Stress-Related - Vigilance,,445,453,Stress-Related - Self-groom,,454,503,Stress-Related - Vigilance,,528,531,Stress-Related - Vigilance,,816,932,Stress-Related - Vigilance,,1208,1219,Stress-Related - Vigilance,,1051,1054,Stress-Related - Vigilance,,1112,1133,Stress-Related - Vigilance,,1329,1332,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
07/08/2026 02:56 PM,Artemis,Sunny,95,528,621,Stress-Related - Vigilance,,648,930,Stress-Related - Vigilance,,956,1004,Stress-Related - Vigilance,,1204,1224,Affiliative - Contact sit,Calamity Jane,1205,1221,Affiliative - Mutual grooming,Calamity Jane,1301,1310,Stress-Related - Vigilance,,1322,1324,Agonistic - Displace,Calamity Jane,1409,1415,Stress-Related - Vigilance,,1420,1448,Stress-Related - Self-groom,,1448,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Other,Locomotion,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,
07/08/2026 02:41 PM,Calamity Jane,Sunny,95,5,152,Stress-Related - Vigilance,,155,159,Stress-Related - Self-scratch,,159,204,Stress-Related - Self-groom,,204,601,Stress-Related - Vigilance,,602,609,Stress-Related - Self-groom,,609,707,Stress-Related - Vigilance,,708,735,Stress-Related - Self-groom,,736,749,Stress-Related - Vigilance,,808,818,Stress-Related - Vigilance,,844,854,Stress-Related - Vigilance,,958,1027,Stress-Related - Vigilance,,1412,1423,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Other,Rest,Other,Rest,Rest,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,
07/08/2026 12:33 PM,Terri-Lynn,Sunny,93,0,143,Stress-Related - Vigilance,,247,258,Stress-Related - Vigilance,,321,333,Stress-Related - Vigilance,,418,420,Stress-Related - Vigilance,,808,853,Stress-Related - Vigilance,,1211,1221,Stress-Related - Self-groom,,1222,1318,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
07/08/2026 12:17 PM,Calamity Jane,Sunny,93,0,128,Stress-Related - Vigilance,,150,156,Stress-Related - Vigilance,,156,200,Stress-Related - Self-scratch,,200,513,Stress-Related - Vigilance,,513,516,Stress-Related - Self-scratch,,516,542,Stress-Related - Vigilance,,542,549,Stress-Related - Self-scratch,,555,731,Stress-Related - Vigilance,,731,740,Stress-Related - Self-scratch,,744,1109,Stress-Related - Vigilance,,1109,1118,Stress-Related - Self-scratch,,1128,1249,Stress-Related - Vigilance,,1249,1259,Stress-Related - Self-groom,,1300,1417,Stress-Related - Vigilance,,1417,1420,Stress-Related - Self-scratch,,1427,1450,Stress-Related - Vigilance,,1450,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,,,,,,,,,
07/08/2026 12:02 PM,Artemis,Sunny,93,0,122,Stress-Related - Self-groom,,231,652,Stress-Related - Vigilance,,705,710,Stress-Related - Vigilance,,710,721,Stress-Related - Self-groom,,743,1002,Stress-Related - Vigilance,,1002,1113,Stress-Related - Self-groom,,1113,1306,Stress-Related - Vigilance,,1316,1321,Stress-Related - Vigilance,,1321,1324,Stress-Related - Self-scratch,,1324,1457,Stress-Related - Vigilance,,1457,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,
07/06/2026 03:39 PM,Terri-Lynn,Sunny,93,0,151,Affiliative - Contact sit,Artemis,112,118,Stress-Related - Vigilance,,231,448,Stress-Related - Vigilance,,631,720,Stress-Related - Vigilance,,828,843,Stress-Related - Vigilance,,917,938,Stress-Related - Vigilance,,1123,1128,Stress-Related - Vigilance,,1341,1344,Stress-Related - Vigilance,,1416,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Other,Other,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
07/06/2026 02:41 PM,Artemis,Sunny,93,26,31,Stress-Related - Self-groom,,31,110,Stress-Related - Vigilance,,131,340,Stress-Related - Vigilance,,202,204,Affiliative - Greet,Terri-Lynn,202,716,Affiliative - Contact sit,Terri-Lynn,343,356,Stress-Related - Self-groom,,356,413,Stress-Related - Vigilance,,518,525,Stress-Related - Vigilance,,542,631,Affiliative - Mutual grooming,Terri-Lynn,631,703,Affiliative - Receive grooming,Terri-Lynn,902,922,Stress-Related - Vigilance,,1039,1057,Stress-Related - Vigilance,,1100,1109,Stress-Related - Self-groom,,1352,1406,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Social,Rest,Rest,Rest,Other,Over 5 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,
07/06/2026 02:26 PM,Calamity Jane,Sunny,93,0,233,Affiliative - Contact sit,Terri-Lynn,19,231,Affiliative - Give grooming,Terri-Lynn,233,341,Stress-Related - Vigilance,,414,425,Stress-Related - Vigilance,,509,517,Stress-Related - Vigilance,,529,532,Stress-Related - Vigilance,,602,621,Stress-Related - Vigilance,,621,636,Stress-Related - Self-groom,,759,808,Stress-Related - Self-groom,,1246,1251,Stress-Related - Vigilance,,1251,1310,Stress-Related - Self-groom,,1310,1324,Stress-Related - Vigilance,,1338,1435,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Other,Rest,Rest,Other,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,,,,,,,,,
07/06/2026 02:10 PM,Terri-Lynn,Sunny,93,1324,1333,Affiliative - Greet,Calamity Jane,1347,1355,Affiliative - Receive grooming,Calamity Jane,1355,1402,Affiliative - Mutual grooming,Calamity Jane,1402,1416,Affiliative - Receive grooming,Calamity Jane,1416,1442,Affiliative - Mutual grooming,Calamity Jane,1442,1500,Affiliative - Receive grooming,Calamity Jane,1340,1500,Affiliative - Contact sit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,
07/01/2026 03:20 PM,Calamity Jane,Sunny,87,629,641,Stress-Related - Vigilance,,703,739,Stress-Related - Vigilance,,739,845,Stress-Related - Self-groom,,845,901,Stress-Related - Vigilance,,914,916,Affiliative - Greet,Artemis,1023,1040,Affiliative - Give grooming,Terri-Lynn,1040,1053,Stress-Related - Vigilance,,1053,1104,Stress-Related - Self-groom,,1104,1116,Stress-Related - Vigilance,,1133,1232,Stress-Related - Vigilance,,1232,1259,Stress-Related - Self-groom,,1304,1311,Stress-Related - Self-scratch,,1315,1348,Stress-Related - Self-groom,,1349,1356,Stress-Related - Self-scratch,,1405,1411,Stress-Related - Self-scratch,,1415,1444,Stress-Related - Self-groom,,1444,1458,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Other,Other,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,
07/01/2026 03:05 PM,Artemis,Sunny,87,0,101,Stress-Related - Vigilance,,106,118,Stress-Related - Self-groom,,118,140,Stress-Related - Vigilance,,141,158,Stress-Related - Self-groom,,205,208,Stress-Related - Vigilance,,216,225,Stress-Related - Vigilance,,241,246,Stress-Related - Self-groom,,246,308,Stress-Related - Vigilance,,309,323,Stress-Related - Self-groom,,323,339,Stress-Related - Vigilance,,340,356,Stress-Related - Self-groom,,405,430,Stress-Related - Self-groom,,1119,1125,Stress-Related - Vigilance,,1206,1214,Stress-Related - Vigilance,,1215,1227,Stress-Related - Self-groom,,1227,1249,Stress-Related - Vigilance,,1255,1300,Stress-Related - Self-groom,,1347,1349,Stress-Related - Vigilance,,1423,1427,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Rest,Other,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
07/01/2026 02:50 PM,Terri-Lynn,Sunny,87,105,115,Stress-Related - Vigilance,,132,204,Stress-Related - Vigilance,,239,541,Stress-Related - Vigilance,,717,727,Stress-Related - Vigilance,,746,854,Affiliative - Contact sit,Artemis,905,1109,Affiliative - Contact sit,Artemis,1140,1201,Stress-Related - Vigilance,,1211,1224,Stress-Related - Self-groom,,1440,1454,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
06/29/2026 02:57 PM,Artemis,Sunny,97,30,34,Stress-Related - Vigilance,,34,50,Stress-Related - Self-groom,,59,103,Stress-Related - Self-groom,,130,137,Stress-Related - Vigilance,,137,145,Stress-Related - Self-groom,,145,150,Stress-Related - Vigilance,,150,201,Stress-Related - Self-groom,,450,502,Stress-Related - Self-groom,,538,601,Stress-Related - Self-groom,,630,638,Stress-Related - Vigilance,,638,642,Stress-Related - Self-scratch,,707,718,Stress-Related - Vigilance,,815,825,Stress-Related - Vigilance,,844,848,Stress-Related - Vigilance,,859,934,Stress-Related - Vigilance,,1016,1027,Stress-Related - Vigilance,,1043,1049,Stress-Related - Vigilance,,1158,1210,Stress-Related - Vigilance,,1247,1255,Stress-Related - Self-groom,,1255,1306,Stress-Related - Vigilance,,1319,1330,Stress-Related - Vigilance,,1346,1353,Stress-Related - Vigilance,,1355,1441,Stress-Related - Self-groom,,1441,1454,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Other,Other,Other,Other,Other,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,
06/29/2026 02:42 PM,Calamity Jane,Sunny,97,413,416,Stress-Related - Vigilance,,1253,1300,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
06/29/2026 02:27 PM,Terri-Lynn,Sunny,97,0,56,Stress-Related - Vigilance,,141,145,Agonistic - Chase,Adjacent group,256,328,Stress-Related - Vigilance,,345,438,Stress-Related - Vigilance,,443,447,Stress-Related - Self-groom,,501,505,Stress-Related - Self-groom,,505,544,Stress-Related - Vigilance,,805,825,Stress-Related - Vigilance,,1002,1008,Stress-Related - Self-groom,,1015,1026,Stress-Related - Self-groom,,1040,1044,Stress-Related - Self-groom,,1105,1144,Stress-Related - Vigilance,,1144,1150,Stress-Related - Self-groom,,1159,1210,Stress-Related - Vigilance,,1220,1227,Stress-Related - Self-scratch,,1227,1258,Stress-Related - Self-groom,,1258,1304,Stress-Related - Self-scratch,,1421,1431,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Rest,Other,Rest,,,,,,,,,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,
06/27/2026 12:22 PM,Terri-Lynn,Sunny,90,0,128,Stress-Related - Vigilance,,132,333,Stress-Related - Vigilance,,511,1030,Stress-Related - Vigilance,,1041,1140,Stress-Related - Vigilance,,1242,1246,Stress-Related - Self-groom,,1246,1255,Stress-Related - Vigilance,,1317,1325,Stress-Related - Vigilance,,1421,1430,Stress-Related - Vigilance,,1444,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Other,Other,Other,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Less than 2 m,
